id,category,name,rating,rating_number,features,description,price,image_url,videos,brand,categories,details,parent_asin,bought_together,subtitle,author,stock
10,Tools & Home Improvement,WP67003405 67003405 Door Pivot Block - Compatible Kenmore KitchenAid Maytag Whirlpool Refrigerator - Replaces AP6010352 8208254 PS11743531 - Quick DIY Repair Solution,4.1,4,"['WP67003405 Pivot Block For Vernicle Mullion Strip On Door - A high-quality exact equivalent for part numbers AP6010352, 67003405, 1025322, 12698403, 67003194, 8208254, and PS11743531.', 'Compatibility with major brands - WP67003405 Door Guide is compatible with Whirlpool, Amana, Dacor, Gaggenau, Hardwick, Jenn-Air, Kenmore, KitchenAid, and Maytag.', ""Quick DIY repair - WP67003405 Refrigerator Door Guide Pivot Block Replacement will help if your appliance door doesn't open or close. Wear work gloves to protect your hands during the repair process."", 'Attentive support - If you are uncertain about whether the block fits your refrigerator, we will help. We generally put forth a valiant effort to guarantee you are totally happy with your purchase.', 'High-quality elements - WP67003405 67003405 Pivot Block Replacement meets or exceeds all manufacturer specifications. We provide a 365-day return policy and guarantee 100% money back.']",[],16.52,https://m.media-amazon.com/images/I/21wYEbZP-0L._AC_.jpg,"{'title': ['High-Quality Items for a Fast DIY Repair', '#1 Place for Household Appliance Parts', 'Full Customer Protection - No Questions Asked', 'Supplying Demand 67003405 Product 360'], 'url': ['https://www.amazon.com/vdp/018dc432bea84d39b8cd7790858f2d74?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/09f196ea05504596a7b28d03b485796b?ref=dp_vse_rvc_1', 'https://www.amazon.com/vdp/0cbc27a867564035a9865a2274cd4b68?ref=dp_vse_rvc_2', 'https://www.amazon.com/vdp/08504ed7b9214f5ab39a7770a27b60a5?ref=dp_vse_rvc_3'], 'user_id': ['', '', '', '']}",PartsBroz,"['Appliances', 'Parts & Accessories']","{""Manufacturer"": ""PartsBroz"", ""Part Number"": ""WP67003405"", ""Item Weight"": ""0.317 ounces"", ""Package Dimensions"": ""4.41 x 3.23 x 0.79 inches"", ""Size"": ""Regular"", ""Color"": ""As shown in the picture"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Warranty Description"": ""1 Year Warranty"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 498385, ""Parts & Accessories"": 71395}, ""Date First Available"": ""January 20, 2022""}",B09QT3TJBZ,,,,100
11,Tools & Home Improvement,Agitator Cam Kit W/ Dogs for Whirlpool Sears Kenmore 285748 3347085,4.1,34,"['Agitaor Cam Kit', '285748']",['Appliance Replacement Part ER285748'],None,https://m.media-amazon.com/images/I/41eE0lmoiCL._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",Whirlpool,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Replacement Parts']","{""Manufacturer"": ""Standard Generic Replacement"", ""Part Number"": ""285748"", ""Item Weight"": ""3.04 ounces"", ""Package Dimensions"": ""7 x 7 x 7 inches"", ""Is Discontinued By Manufacturer"": ""No"", ""Item Package Quantity"": ""1"", ""Number Of Pieces"": ""1"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Date First Available"": ""April 12, 2015""}",B00U1SCKNQ,,,,100
12,Appliances,Shark XHF350 Navigator Lift Away NV350 NV351 NV352 Replacement HEPA Filter- by Allergy Be Gone,4.0,8,[],[],6.29,https://m.media-amazon.com/images/I/41YcOu43zTL._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",Allergy Be Gone,[],"{""Brand Name"": ""Allergy Be Gone"", ""Item Weight"": ""4.2 ounces"", ""Package Dimensions"": ""5 x 4.02 x 1.5 inches"", ""Is Discontinued By Manufacturer"": ""No"", ""Part Number"": ""ABGSNV350"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Date First Available"": ""January 23, 2019"", ""Brand"": ""Allergy Be Gone"", ""Reusability"": ""Reusable"", ""Number of Pieces"": ""1""}",B01N638EFK,,,,100
13,Tools & Home Improvement,"Door Knob Cover 4 PCS to Protect Wall, Soft Safety Bumper and Decorative Velvet Cloth Door Handle Covers",4.3,3,[],[],None,https://m.media-amazon.com/images/I/41CwmByDvOL._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",wugui,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']","{""Manufacturer"": ""Pansha"", ""Item Weight"": ""2.89 ounces"", ""Package Dimensions"": ""6.42 x 4.61 x 2.32 inches"", ""Style"": ""Retro"", ""Material"": ""Plastic, Rubber"", ""Shape"": ""Round"", ""Number Of Pieces"": ""4"", ""Handle Material"": ""Rubber"", ""Date First Available"": ""September 2, 2021"", ""Brand"": ""Wugui"", ""Number of Pieces"": ""4""}",B09B61NDGV,,,,100
14,Tools & Home Improvement,AMI PARTS,3.4,41,"['1', '2', '3', '4', '5']",['123'],None,https://m.media-amazon.com/images/I/31Trwo6EYoS._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",AMI PARTS,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']","{""Material"": ""Plastic"", ""Brand"": ""AMI PARTS"", ""Color"": ""As the picture show"", ""Style"": ""Modern"", ""Handle Type"": ""Knob"", ""Included Components"": ""Screw"", ""Unit Count"": ""5.0 Count"", ""Manufacturer"": ""AMI PARTS"", ""Part Number"": ""74007733"", ""Item Weight"": ""3.27 ounces"", ""Package Dimensions"": ""4.76 x 4.61 x 4.06 inches"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 859938, ""Range Replacement Knobs"": 1689}, ""Date First Available"": ""May 5, 2019""}",B07RLNV1V5,,,,100
15,Tools & Home Improvement,"Whirlpool Part Number 9763716: Valve, Assy",4.3,3,"['This is an O.E.M. Authorized part', 'Fits with various whirlpool brand models', 'Oem part # 9763716']",['This is an authorized aftermarket product. Fits with various Whirlpool brand models. It has a oem part # 9763716.'],None,https://m.media-amazon.com/images/I/51G-Tmh1l1L._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",Whirlpool,"['Appliances', 'Parts & Accessories']","{""Manufacturer"": ""Whirlpool"", ""Part Number"": ""7038738"", ""Item Weight"": ""1.4 pounds"", ""Product Dimensions"": ""1.5 x 2.5 x 3.5 inches"", ""Item model number"": ""7038738"", ""Is Discontinued By Manufacturer"": ""No"", ""Item Package Quantity"": ""1"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Date First Available"": ""June 21, 2012""}",B001DPQASW,,,,100
16,Amazon Home,"Chenhon Fridge Handle Cover-Catches Drips,Door Cloth Protector,(1 Pair) (Green)",4.2,43,"['Includes set of two handle covers for kitchen decoration', 'KEEP YOU HANDLES CLEAN & WASHABLE: o more food stains from sauces, water drips, smudges or fingertips leaving their mark on your fridge', 'Refrigerator door, oven, dishwasher and microwave', 'They are made to be held together in the washer or dryer, and not stick to other clothes', 'PERFECT DESIGN JUST FOR YOU: For best results, please measure the perimeter of your handle with a soft ruler. For customization design,Please email us your size.We will give you design link for ordering']","['Specification: Refrigerator Handle Cover Length: 27cm(10.63"")  Refrigerator Handle Cover Flat wide:13cm(5.1"")  Fastener: Velcro Material: Fabric Package include: 1 x pair  Kitchen Appliance Handle Covers']",8.89,https://m.media-amazon.com/images/I/41-6j3GYbrL._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",Chenhon,"['Appliances', 'Parts & Accessories']","{""Material"": ""Cotton"", ""Brand"": ""DGZENTEX"", ""Color"": ""Green"", ""Shape"": ""Rectangular"", ""Included Components"": ""Screw"", ""Finish Type"": ""Matte"", ""Unit Count"": ""1.0 Count"", ""Package Dimensions"": ""10.6 x 3.1 x 0.8 inches"", ""Item Weight"": ""1.58 ounces"", ""Manufacturer"": ""Chenhon"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 866490, ""Parts & Accessories"": 121886}, ""Is Discontinued By Manufacturer"": ""No"", ""Finish types"": ""Matte"", ""Batteries required"": ""No""}",B071H2X69R,,,,100
17,Amazon Home,"MLGB Stainless Steel Brushed Pattern Dishwasher Magnet Cover Panel Decal Home Appliance Art, Stainless Steel Fridge Door Cover Decals Magnetic, Black, Mobile Magnetic 23"" x 26""",3.3,22,"['Material: Our dishwasher stickers are made of self-adhesive PVC and PET film,with a high gloss top coating for protection against Heat,Fade,Scratches,Water,Tears and Bubble Resistant.Make your Kitchen Updated and Refreshed.', 'Feature: Magnetic dishwasher covers hide scratches, dents, or other unsightly marks on your dishwasher, our covers water, fade, and heat resistant well as easy to clean and maintain.', 'DIY Appliance: Stainless Steel Brushed Pattern Magnet affixes instantly to the front of your dishwasher or fridge,cabinet giving it a custom decorator look.It brings a sense of depth and style to the most used room in your house.', 'DIY Appliance: Stainless Steel Brushed Pattern Magnet affixes instantly to the front of your dishwasher or fridge,cabinet giving it a custom decorator look.It brings a sense of depth and style to the most used room in your house.', 'Please Note: This is Not a Dishwasher but rather a magnet skin that sticks magnetically to your Dishwasher. If you have any questions about the products, please feel free to contact us.']","['Stainless Steel Brushed Pattern Magnetic Dishwasher Panel Covers allow you to easily transform your kitchen as the seasons change. You can instantly get rid of outdated and/or mismatched appliances, will give your kitchen a refreshing look.', 'MATERIAL:', 'Vinyl + rubber magnet', 'Occasion:', 'Magnet Dishwasher Cover Decor dishwasher covers and any metal device surface with magnetism.', '【Kitchen Dishwasher Covers SIZE】S - 23 W x 17 H inches; 58.5 W x 43 H cm;L - 23 W x 26 H inches; 58.5 W x 66 H cm;', 'Attention:', 'Just ensure that your dishwasher is magnetic before ordering the dishwasher cover magnet', 'Due to the inconsistent calibration of the monitor, the colors on the computer monitor may be slightly different.', 'Quality service:', 'If you have any questions or questions, please feel free to contact us and we will reply within 24 hours to provide you with a satisfactory plan.']",38.99,https://m.media-amazon.com/images/I/31i6POQmo+L._AC_.jpg,"{'title': ['Dishwasher Cover 2021', 'Instant Stainless Magnetic Dishwasher Update', 'Stainless Steel Dishwasher Cover Magnetic', 'SWD magnetic panel cover', 'Peel and Stick Stainless ', ' Silver Brushed Stainless Steel Dishwasher Magnet Cover', 'Dishwasher Buying Guide ', 'How to apply Stainless Magnetic Dishwasher Guide', 'EzFauxDecor Peel and Stick Stainless Steel Installation'], 'url': ['https://www.amazon.com/vdp/f91a01221d7f4f98ab31fe9603cb5107?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/09576ca68d354feab785203868e1f874?ref=dp_vse_rvc_1', 'https://www.amazon.com/vdp/0705a436e3fb49fd975a1c40f7bc24fc?ref=dp_vse_rvc_2', 'https://www.amazon.com/vdp/0c691179d1064114b522262e34aa2f7a?ref=dp_vse_rvc_3', 'https://www.amazon.com/vdp/0f5e358cf6c34b5da7d12380831b3836?ref=dp_vse_rvc_4', 'https://www.amazon.com/vdp/0fd051db75eb4a4394b74a5a8caa8aa3?ref=dp_vse_rvc_5', 'https://www.amazon.com/vdp/a5b660984cda4f928c4e69f6a596a182?ref=dp_vse_rvc_6', 'https://www.amazon.com/vdp/007f0024ba254c4992ef1ab3d150c549?ref=dp_vse_rvc_7', 'https://www.amazon.com/vdp/003d2567d468401c84d4845413c80bbf?ref=dp_vse_rvc_8'], 'user_id': ['', '', '', '', '', '', 'AFFSA4RGMNEJ3WMM4AN6XVERFGOA', '', '']}",MLGB,"['Appliances', 'Parts & Accessories', 'Dishwasher Parts & Accessories', 'Hoses']","{""Product Dimensions"": ""23 x 26 x 2 inches"", ""Item Weight"": ""1.1 pounds"", ""Manufacturer"": ""MLGB"", ""Country of Origin"": ""China"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 147590, ""Dishwasher Replacement Hoses"": 208}, ""Date First Available"": ""April 14, 2022"", ""Size"": ""Magnetic 23\"" W x 26\"" H"", ""Color"": ""Stainless Steel Black"", ""Material"": ""Vinyl"", ""Brand"": ""MLGB"", ""Shape"": ""Rectangular""}",B09XXFX5SK,,,,100
18,Industrial & Scientific,PS11738120 - ClimaTek Upgraded Replacement for Kenmore Refrigerator Ice Maker,3.3,4,"['▶ This is a brand new ClimaTek Refrigerator Ice Maker', '▶ This ClimaTek Part Directly Replaces Part # PS11738120', '▶ Top Quality ClimaTek Replacement Part, Built to Last!', '▶ No Electrical Modifications or Adapters Needed', '▶ Works with Kenmore and more!']",['This is a brand new ClimaTek Refrigerator Ice Maker'],79.95,https://m.media-amazon.com/images/I/414rnO8oMNL.jpg,"{'title': ['My Icemaker Stopped Making Ice | Know The Flow and Parts'], 'url': ['https://www.amazon.com/vdp/0255f1f4215d47afba3e41c6f4926252?ref=dp_vse_rvc_0'], 'user_id': ['']}",ClimaTek,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Ice Makers']","{""Product Dimensions"": ""4 x 12 x 8 inches; 1.5 Pounds"", ""Date First Available"": ""August 18, 2020"", ""Manufacturer"": ""ClimaTek""}",B08G5C5MV5,,,,100
19,Tools & Home Improvement,Samsung DC97-16350K Assy Damper,4.1,11,"['This Is An O.E.M. Authorized Part', 'Fits With Various Samsung Brand Models', 'Oem Part # Dc97-16350K', 'Brand Name: Samsung']",['This is an authorized aftermarket product. Fits with various Samsung brand models. It has a oem part # DC97-16350K.'],54.27,https://m.media-amazon.com/images/I/21+TXy1tm0L._AC_.jpg,"{'title': ['DC97-16350E Suspension Rods for Samsung Washer', 'Core Competence and Function of Samsung DC47-00019A Heating Element', 'DC97-16350C (4 PCS) Washer Suspension Support Rod', 'Upgrade DC97-05280W Washer Suspension Rods Replaces', 'DC97-05280W Washer Suspension Rod kit', 'DC97-16350U Washer Suspension Rods And Spring Assembly*4', 'DC97-05280W Washer Suspension Rod kit Compatible for Samsung Washer Mame Assy Damper by OEM'], 'url': ['https://www.amazon.com/vdp/de38b57b2bdb4a93a9c743cb0905c087?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/0a678d326ed54f9d80ef4b14035b577a?ref=dp_vse_rvc_1', 'https://www.amazon.com/vdp/1ef3fefcb2594b7fbb2036062d33b393?ref=dp_vse_rvc_2', 'https://www.amazon.com/vdp/04677309713249608ee049039b9badb3?ref=dp_vse_rvc_3', 'https://www.amazon.com/vdp/275c4e87e6ef4476b907aebdba5d84e4?ref=dp_vse_rvc_4', 'https://www.amazon.com/vdp/0ce4065dc9c4442499b9e667f7c2cd58?ref=dp_vse_rvc_5', 'https://www.amazon.com/vdp/f7e74abdbdc540afb7fc89b7d31f99a0?ref=dp_vse_rvc_6'], 'user_id': ['', '', '', '', '', '', '']}",SAMSUNG,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Replacement Parts']","{""Manufacturer"": ""Samsung"", ""Part Number"": ""DC97-16350K"", ""Item Weight"": ""7.2 ounces"", ""Product Dimensions"": ""27 x 2 x 2 inches"", ""Item model number"": ""DC97-16350K"", ""Style"": ""Modern"", ""Item Package Quantity"": ""1"", ""Included Components"": ""Appliance-replacement-parts"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 561154, ""Dryer Replacement Parts"": 10089}, ""Date First Available"": ""June 10, 2016"", ""Brand"": ""SAMSUNG"", ""Vehicle Service Type"": ""Car""}",B01GV9QHBO,,,,100
20,Amazon Home,Homa Yellow Flower Bouquet Floral Dishwasher Magnet，Green Border Accent with Lemons Sticker Refrigerator Magnetic Cover Panel Decal 23 W x 17 H,4.1,14,"['Characteristic: Yellow flower and lemons dishwasher covers magnetic hide scratches, dents or other unsightly marks on your dishwasher., water and heat resistant as well as easy to clean and maintain', 'Material: Self-Adhesive PVC and PET Film and Magnet', 'Size: 23”W x 17”H, 23”W x 26”H. Easy to cut fit your dishwasher.Trim the dishwasher lid to the right size and glue it on.', 'Note: Simply stick to the front panel of your dish washer. Before ordering, verify that your hand of farmhouse dishwasher panel cover is magnetic with other magnet', 'Application: You can use on your dishwasher as well as on the metal surface, suitable for your car, vehicle, van, truck, garage door, refrigerator, mailbox, metal desk, metal door, mini fridge, school locker, school bus, dry erase board, magnetic board, dishwasher, filing cabinets etc']","['Customize your dishwasher with this magnet that features a beautiful bouquet of yellow flowers surrounded by a green boarder accented with lemons, it will make u happy looking at it in ur kitchen. \xa0\xa0\xa0 Size: \xa023x17inch / 58.5x43cm; \xa0 23x26inch / 58.5x83cm. Easy installation: \xa0Peel it! Stick it! Love it! Simply stick our smudge-proof and fingerprint-resistant stainless steel dishwasher panel on the front face of your dishwasher. You can use it on your dishwasher as well as on the refrigerator, Mark:\xa0 Make sure your appliance has a metallic surface which attracts magnets. As a gift for your relatives and friends is very appropriate! Service:\xa0If you have any questions about the products, please feel free to contact us and we will deal with the issue immediately and carefully until you are satisfied, thanks.']",34.99,https://m.media-amazon.com/images/I/51-YfeBdGPS._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",Homa,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Replacement Parts']","{""Package Dimensions"": ""16.3 x 2.1 x 1.78 inches"", ""Item Weight"": ""1.4 pounds"", ""Manufacturer"": ""Homa"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 506453, ""Dryer Replacement Parts"": 9029}, ""Date First Available"": ""May 19, 2021"", ""Size"": ""23\""Wx17\""H"", ""Color"": ""Yellow"", ""Material"": ""Pvc,Stainless,Metal,Steel"", ""Brand"": ""Homa"", ""Shape"": ""Rectangular""}",B095BZ87FC,,,,100
21,Tools & Home Improvement,GENUINE Frigidaire 215723594 Refrigerator Glass Shelf,4.0,1,"['Frigidaire (FRIGB)', 'This is a genuine replacement part', 'Refrigerator-replacement-parts', 'This is an O.E.M. part']","['This is a Genuine Replacement Part,The Model Number and Name for The Following Item: Frigidaire (FRIGB) 215723594 Glass Shelf.']",None,https://m.media-amazon.com/images/I/218WaXrHQdL._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",FRIGIDAIRE,"['Appliances', 'Parts & Accessories']","{""Manufacturer"": ""CE Sundberg"", ""Part Number"": ""215723594"", ""Item Weight"": ""3.04 pounds"", ""Product Dimensions"": ""2.94 x 18.75 x 19.69 inches"", ""Item model number"": ""215723594"", ""Item Package Quantity"": ""1"", ""Batteries Required?"": ""No"", ""Date First Available"": ""May 1, 2009""}",B00YTVIFTE,,,,100
22,Industrial & Scientific,WB32X107 - Kenmore Aftermarket Replacement Stove Range Oven Drip Bowl Pan,4.7,10,"['This is a Brand New Aftermarket Replacement Drip Bowl Pan', 'Top Qualty Aftermarket Replacement Part!']",['This is a Brand New Aftermarket Replacement Drip Bowl Pan'],7.49,https://m.media-amazon.com/images/I/41DguuGpjML.jpg,"{'title': ['316048413 316048414 Chrome Pans Frigidaire ', 'How to clean drip pans?', 'Blutoget creates a happy life for you', 'Chrome Drip Pans for Electric Stove'], 'url': ['https://www.amazon.com/vdp/0676d2c3dc4841268c90f8123f40f889?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/030c3351cb4342ffb2df9463bdb598e0?ref=dp_vse_rvc_1', 'https://www.amazon.com/vdp/08ef7e123e3143a9ae485699abc2507e?ref=dp_vse_rvc_2', 'https://www.amazon.com/vdp/0e3740b008154162a9bad56e1c886440?ref=dp_vse_rvc_3'], 'user_id': ['', '', '', '']}",Kenmore,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Drip Pans']","{""Product Dimensions"": ""6 x 6 x 6 inches; 3 Ounces"", ""Date First Available"": ""November 19, 2013"", ""Manufacturer"": ""Universal"", ""Country of Origin"": ""USA""}",B00GS2GI1E,,,,100
23,Tools & Home Improvement,Whirlpool W10894766 Timer,4.5,80,"['This Is A Genuine Oem Replacement Part.', 'Brand Name: Whirlpool', 'Country Of Origin: United States', 'Model Number: W10894766']",['This is a genuine replacement part. The model number and name for the following item is: Whirlpool W10894766 Timer'],99.84,https://m.media-amazon.com/images/I/513vyzVr6AL._AC_.jpg,"{'title': ['PRYSM Dryer Timer'], 'url': ['https://www.amazon.com/vdp/0fac73f8362744819952ec94055414d2?ref=dp_vse_rvc_0'], 'user_id': ['']}",Whirlpool,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Replacement Parts']","{""Manufacturer"": ""Whirlpool"", ""Part Number"": ""W10894766"", ""Item Weight"": ""9.9 ounces"", ""Product Dimensions"": ""1 x 1 x 1 inches"", ""Item model number"": ""W10894766"", ""Is Discontinued By Manufacturer"": ""No"", ""Item Package Quantity"": ""1"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 244149, ""Dryer Replacement Parts"": 3955}, ""Date First Available"": ""August 1, 2017""}",B073RRFQKP,,,,100
24,Industrial & Scientific,349241T Dryer Drum Roller Kit Whirlpool Kenmore Amana AP3098345 PS347627 Support Part Replacement 110.62832101 110.71402310 WED4815EW0 WED4815EW1 WED49STBW1 WED7000DW0 MEDC465HW0 RED4516FW0 RED4640YQ1,4.3,122,"['💡 Drum Roller 349241t - An equivalent for parts AP3098345, 26000349241, 337089, 3389901, 3397588, 3397590, 340352, 3436, 349241, 349241TVP, 661562, 8170, 8205, 99989678, 99989679, AH347627, EA347627, K34-895, PS347627. Roller 349241t Kit is compatible with Whirlpool, Maytag, KitchenAid, Jenn-Air, Amana, Magic Chef, Admiral, Norge, Roper appliances. The Part 349241t is designed to support the drum and help it rotate smoothly during operation. Kit fits hundred of models and can be easily install.', ""🔧 DIY eTips Included - Not sure how to replace the Dryer Drum Roller 349241t? Helpful information can be found on the page below. Scroll down to get more repair tips. Acquire valuable skills during the DIY repair project. Whirlpool Drum Roller 349241t will help if your appliance does not tumble, is noisy, doesn't start, there's no heat or not enough heat, or marks are left on clothes. To complete this repair, you will require a putty knife, a Phillips screwdriver, and a 5/16 nut driver."", '💡 The Whirlpool Dryer Drum Roller 349241t Kit helps the dryer to rotate correctly by holding up the drum cylinder. Part Number 349241t consists of two drum rollers, four tri-rings, and two palnut (or retaining washer). Replacing worn-out drum rollers with the Kenmore 349241t Part can help extend the life of your dryer and prevent damage to other components. 349241T Drum Roller meets or exceeds all manufacturer specifications. We provide a lifetime warranty and guarantee 100% money back.', '💡 How many drum rollers does a Whirlpool dryer have? The number of drum rollers in a Whirlpool dryer depends on the specific model of the dryer. However, most dryers typically have 2 drum support rollers, which are located at the rear of the dryer drum. These rollers help support the weight of the drum and allow it to rotate smoothly during operation. Some newer models of Whirlpool dryers may have 4 drum rollers instead of 2, which can provide additional support and stability to the dryer drum.', ""💡 Why do dryer rollers wear out? Dryer rollers can wear out due to factors such as frequent use of the dryer, lack of lubrication, overloading, debris and dirt buildup, and poor maintenance. Over time, the dryer drum's rotation on the rollers can create friction and wear them down. Regular lubrication is necessary to prevent excessive friction and premature wear and tear. To make your dryer rollers last longer, it's important to do routine maintenance and fix any problems in time.""]",[],7.95,https://m.media-amazon.com/images/I/51cQ42cOypL._AC_.jpg,"{'title': ['341241 Belt & 349241T Drum Roller', 'Save Tons of Money on the Repair - Fast & Reliable Service', 'Money-Back Guarantee for Most Parts - No Questions Asked', '#1 Place for DIY Repair - Affordable Solution for Your Home', 'Dryer drum belt', '4392065 Dryer Repair Kit by Seentech', 'Why choose Funmit?', '341241 Dryer Belt & 8066184 Motor Pulley by Seentech', '4392065 repair kit for whirlpool dryer', 'install 4392065 Roper Dryer Repair Kit'], 'url': ['https://www.amazon.com/vdp/0171dc9d1f5c4fe88b5e2c58d684714e?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/0a5f91a7571a4f41a287fe90f20e9477?ref=dp_vse_rvc_1', 'https://www.amazon.com/vdp/03d9ea1314484fc7a150c8b994010230?ref=dp_vse_rvc_2', 'https://www.amazon.com/vdp/0c5e7b7668714583a482361be25e3d74?ref=dp_vse_rvc_3', 'https://www.amazon.com/vdp/079db5b9f8bd419288be761173385f99?ref=dp_vse_rvc_4', 'https://www.amazon.com/vdp/0df3becea81e419ab06c52d32e9b0972?ref=dp_vse_rvc_5', 'https://www.amazon.com/vdp/0397fec70ccf42dda37ec590b4594d45?ref=dp_vse_rvc_6', 'https://www.amazon.com/vdp/0cc80c9b2aa5430cbdfa6f127b7bbc50?ref=dp_vse_rvc_7', 'https://www.amazon.com/vdp/0da1140a201b448c853ba915576e017d?ref=dp_vse_rvc_8', 'https://www.amazon.com/vdp/c57fd0c4226a49d68176938ee6651909?ref=dp_vse_rvc_9'], 'user_id': ['', '', '', '', '/shop/reloadingweatherby', '', '', '', '', '']}",PartsBroz,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Replacement Parts']","{""Manufacturer"": ""PartsBroz"", ""Part Number"": ""341241 & 349241T"", ""Item Weight"": ""4.2 ounces"", ""Package Dimensions"": ""5.71 x 3.03 x 1.1 inches"", ""Item model number"": ""341241 & 349241T"", ""Size"": ""Medium"", ""Color"": ""As pictured"", ""Style"": ""349241T Drum Roller"", ""Included Components"": ""Dryer Drum Roller Kit"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Warranty Description"": ""Lifetime Warranty"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 18458, ""Dryer Replacement Parts"": 159}, ""Date First Available"": ""January 7, 2020"", ""Brand"": ""PartsBroz"", ""Compatible Devices"": ""Washing Machine""}",B0BLZQYHPT,,,,100
